고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,핸드셋
K188550,여,23,19/05/98,29.233333,2,선불,CAT200,ASAD90
K188560,여,14,28/12/96,46.133333,1,선불,CAT200,ASAD90
K188570,여,15,19/05/99,17.066667,0,선불,CAT200,S50
K188580,여,21,25/03/97,43.233333,1,선불,CAT200,S50
K188590,여,24,24/10/96,48.3,2,선불,CAT200,S50
K188600,남,22,12/02/96,56.8,7,선불,CAT200,S50
K188610,여,17,13/11/99,11.133333,1,선불,CAT200,S50
K188620,여,20,27/03/99,18.833333,2,선불,CAT200,S50
K188630,여,22,14/09/99,13.133333,11,선불,CAT200,ASAD90
K188640,남,23,17/01/98,33.3,1,선불,CAT200,ASAD90
K188650,여,23,09/08/96,50.833333,0,선불,CAT200,ASAD90
K188660,여,23,02/10/96,49.033333,1,선불,CAT200,ASAD90
K188670,여,25,03/06/98,28.733333,0,선불,CAT200,S50
K188680,여,25,05/10/97,36.766667,6,선불,CAT200,ASAD90
K188690,여,24,06/04/98,30.666667,1,선불,CAT200,ASAD90
K188700,여,17,05/06/98,28.666667,1,선불,CAT200,ASAD90
K188710,남,23,16/08/99,14.1,0,선불,CAT200,ASAD170
K188720,남,12,17/05/97,41.466667,2,선불,CAT200,ASAD170
K188730,여,25,05/04/98,30.7,1,선불,CAT200,S50
K188740,남,25,19/12/97,34.266667,1,선불,CAT200,ASAD90
K188750,남,23,08/07/96,51.9,2,선불,CAT200,S50
K188760,여,21,06/08/98,26.6,0,선불,CAT200,S50
K188770,남,20,04/08/99,14.5,9,선불,CAT200,ASAD90
K188780,남,16,22/12/99,9.833333,0,선불,CAT200,ASAD90
K188790,남,23,18/08/97,38.366667,11,선불,CAT200,ASAD90
K188800,여,23,20/09/96,49.433333,1,선불,CAT200,ASAD90
K188810,여,20,26/08/99,13.766667,8,선불,CAT200,S50
K188820,남,20,11/03/99,19.366667,1,선불,CAT200,S50
K188830,여,22,07/08/98,26.566667,1,선불,CAT200,ASAD90
K188840,여,21,09/03/96,55.933333,5,선불,CAT200,ASAD90
K188850,남,13,27/11/98,22.833333,0,선불,CAT200,S50
K188860,여,21,13/06/97,40.566667,0,선불,CAT200,ASAD90
K188870,여,24,14/01/97,45.566667,0,선불,CAT200,ASAD90
K188880,여,18,05/11/99,11.4,0,선불,CAT200,S50
K188890,여,12,06/08/98,26.6,2,선불,CAT200,ASAD170
K188900,남,15,18/11/98,23.133333,0,선불,CAT200,ASAD170
K188910,여,22,28/04/97,42.1,1,선불,CAT200,S50
K188920,남,16,22/12/97,34.166667,0,선불,CAT200,ASAD170
K188930,여,19,07/05/98,29.633333,0,선불,CAT200,ASAD90
K188940,남,16,01/08/96,51.1,0,선불,CAT200,ASAD90
K188950,남,20,01/10/99,12.566667,11,선불,CAT200,ASAD90
K188960,여,20,10/01/98,33.533333,6,선불,CAT200,S50
K188970,여,18,19/01/96,57.6,2,선불,CAT200,S50
K188980,남,13,07/01/99,21.466667,2,선불,CAT200,ASAD170
K188990,남,18,23/06/98,28.066667,3,선불,CAT200,ASAD90
K189000,남,20,17/05/97,41.466667,0,선불,CAT200,ASAD90
K189010,여,24,31/05/99,16.666667,0,선불,CAT200,S50
K189020,남,25,26/12/96,46.2,0,선불,CAT200,ASAD90
K189030,여,17,09/08/97,38.666667,2,선불,CAT200,ASAD90
K189040,여,22,10/09/96,49.766667,1,선불,CAT200,ASAD90
K189050,남,23,19/09/97,37.3,1,선불,CAT200,ASAD90
K189060,여,20,21/05/96,53.5,11,선불,CAT200,ASAD90
K189070,여,17,05/02/96,57.033333,1,선불,CAT200,S50
K189080,남,16,23/05/97,41.266667,9,선불,CAT200,ASAD170
K189090,여,19,03/06/97,40.9,11,선불,CAT200,ASAD90
K189100,여,17,20/05/96,53.533333,1,선불,CAT200,ASAD90
K189110,여,22,09/12/96,46.766667,1,선불,CAT200,ASAD90
K189120,여,15,19/05/97,41.4,1,선불,CAT200,ASAD90
K189130,여,16,28/06/97,40.066667,10,선불,CAT200,ASAD90
K189140,여,22,16/02/97,44.466667,1,선불,CAT200,ASAD170
K189150,여,21,04/04/98,30.733333,0,선불,CAT200,ASAD90
K189160,남,24,06/03/96,56.033333,1,선불,CAT200,ASAD90
K189170,여,20,13/01/98,33.433333,1,선불,CAT200,S50
K189180,남,13,03/06/97,40.9,1,선불,CAT200,S50
K189190,남,18,22/06/96,52.433333,1,선불,CAT200,ASAD90
K189200,남,16,02/06/98,28.766667,6,선불,CAT200,ASAD90
K189210,여,18,24/05/98,29.066667,2,선불,CAT200,ASAD90
K189220,여,21,06/11/99,11.366667,0,선불,CAT200,ASAD90
K189230,여,17,08/08/98,26.533333,0,선불,CAT200,ASAD90
K189240,남,15,10/11/97,35.566667,0,선불,CAT200,ASAD90
K189250,남,16,19/05/96,53.566667,1,선불,CAT200,ASAD90
K189260,여,17,20/07/97,39.333333,0,선불,CAT200,S50
K189270,여,21,15/03/98,31.4,0,선불,CAT200,ASAD170
K189280,여,17,11/10/97,36.566667,1,선불,CAT200,ASAD170
K189290,남,20,25/12/96,46.233333,1,선불,CAT200,ASAD90
K189300,여,22,13/05/98,29.433333,2,선불,CAT200,ASAD170
K189310,여,12,06/05/98,29.666667,2,선불,CAT200,S50
K189320,여,23,20/07/96,51.5,0,선불,CAT200,ASAD170
K189330,여,16,31/12/99,9.533333,2,선불,CAT200,ASAD90
K189340,남,13,05/02/96,57.033333,1,선불,CAT200,ASAD90
K189350,남,23,14/08/96,50.666667,11,선불,CAT200,ASAD170
K189360,남,19,05/07/99,15.5,1,선불,CAT200,ASAD90
K189370,남,19,15/10/96,48.6,5,선불,CAT200,ASAD170
K189380,남,19,20/02/96,56.533333,0,선불,CAT200,ASAD170
K189390,남,19,22/06/98,28.1,1,선불,CAT200,ASAD90
K189400,여,20,14/12/96,46.6,0,선불,CAT200,ASAD90
K189410,여,21,01/01/96,58.2,3,선불,CAT200,ASAD170
K189420,여,22,09/03/96,55.933333,1,선불,CAT200,ASAD90
K189430,남,13,03/12/98,22.633333,7,선불,CAT200,ASAD170
K189440,남,25,11/10/98,24.4,0,선불,CAT200,ASAD170
K189450,여,20,22/08/98,26.066667,2,선불,CAT200,ASAD170
K189460,남,23,23/10/96,48.333333,1,선불,CAT200,ASAD90
K189470,여,16,18/01/97,45.433333,1,선불,CAT200,ASAD170
K189480,여,12,11/04/98,30.5,8,선불,CAT200,ASAD90
K189490,남,13,16/06/96,52.633333,10,선불,CAT200,ASAD90
K189500,여,25,24/01/98,33.066667,1,선불,CAT200,ASAD170
K189510,남,18,02/03/97,44,0,선불,CAT200,ASAD90
K189520,여,25,14/07/97,39.533333,1,선불,CAT200,ASAD170
K189530,남,18,01/01/99,21.666667,2,선불,CAT200,ASAD90
K189540,여,22,26/07/97,39.133333,2,선불,CAT200,ASAD90
K189550,여,19,11/04/99,18.333333,0,선불,CAT200,ASAD170
K189560,여,20,08/09/97,37.666667,1,선불,CAT200,ASAD90
K189570,여,25,11/12/97,34.533333,1,선불,CAT200,ASAD170
K189580,남,19,23/02/96,56.433333,0,선불,CAT200,ASAD90
K189590,여,24,07/11/98,23.5,2,선불,CAT200,ASAD90
K189600,남,13,20/04/96,54.533333,0,선불,CAT200,ASAD170
K189610,여,24,12/08/96,50.733333,10,선불,CAT200,ASAD90
K189620,남,13,27/09/97,37.033333,0,선불,CAT200,S50
K189630,남,19,08/01/99,21.433333,2,선불,CAT200,S50
K189640,남,23,12/02/99,20.266667,0,선불,CAT200,ASAD90
K189650,여,19,20/05/96,53.533333,0,선불,CAT200,ASAD90
K189660,남,25,16/11/96,47.533333,2,선불,CAT200,S50
K189670,여,16,26/04/97,42.166667,2,선불,CAT200,ASAD90
K189680,여,16,26/09/96,49.233333,6,선불,CAT200,ASAD90
K189690,여,14,19/04/97,42.4,2,선불,CAT200,S50
K189700,여,23,21/04/97,42.333333,0,선불,CAT200,ASAD170
K189710,여,21,27/08/98,25.9,0,선불,CAT200,ASAD90
K189720,여,19,20/02/99,20,1,선불,CAT200,ASAD90
K189730,남,20,21/11/97,35.2,1,선불,CAT200,ASAD170
K189740,여,22,24/10/99,11.8,2,선불,CAT200,ASAD90
K189750,남,24,02/10/96,49.033333,2,선불,CAT200,S50
K189760,여,17,19/11/98,23.1,2,선불,CAT200,ASAD90
K189770,남,16,26/10/96,48.233333,1,선불,CAT200,S50
K189780,남,12,19/12/99,9.933333,0,선불,CAT200,S50
K189790,남,13,03/05/97,41.933333,11,선불,CAT200,ASAD170
K189800,여,19,15/09/96,49.6,1,선불,CAT200,ASAD170
K189810,여,25,10/01/96,57.9,8,선불,CAT200,S50
K189820,남,19,21/07/99,14.966667,2,선불,CAT200,ASAD90
K189830,남,22,20/09/97,37.266667,8,선불,CAT200,S50
K189840,여,19,26/05/98,29,6,선불,CAT200,ASAD170
K189850,여,20,22/06/98,28.1,1,선불,CAT200,S50
K189860,남,14,24/10/96,48.3,1,선불,CAT200,S50
K189870,여,19,02/07/96,52.1,8,선불,CAT200,ASAD170
K189880,남,17,17/12/96,46.5,1,선불,CAT200,ASAD90
K189890,여,16,22/10/98,24.033333,1,선불,CAT200,S50
K189900,남,18,07/06/98,28.6,2,선불,CAT200,ASAD90
K189910,남,25,15/01/98,33.366667,0,선불,CAT200,ASAD90
K189920,여,24,11/12/97,34.533333,2,선불,CAT200,S50
K189930,남,20,03/04/99,18.6,2,선불,CAT200,ASAD90
K189940,여,24,23/03/96,55.466667,0,선불,CAT200,ASAD90
K189950,남,21,15/08/99,14.133333,2,선불,CAT200,S50
K189960,여,21,07/07/99,15.433333,8,선불,CAT200,ASAD90
K189970,남,23,03/10/97,36.833333,2,선불,CAT200,S50
K189980,여,25,16/02/98,32.3,2,선불,CAT200,ASAD170
K189990,남,21,19/08/96,50.5,1,선불,CAT200,ASAD90
K190000,여,22,20/03/98,31.233333,9,선불,CAT200,ASAD90
K190010,여,23,07/07/96,51.933333,2,선불,CAT200,ASAD90
K190020,여,25,13/04/96,54.766667,2,선불,CAT200,S50
K190030,여,21,09/03/98,31.6,11,선불,CAT200,ASAD90
K190040,여,14,08/12/98,22.466667,0,선불,CAT200,ASAD90
K190050,여,17,07/02/98,32.6,6,선불,CAT200,ASAD90
K190060,여,14,18/10/98,24.166667,0,선불,CAT200,ASAD90
K190070,여,18,15/02/96,56.7,2,선불,CAT200,ASAD90
K190080,여,16,08/01/96,57.966667,0,선불,CAT200,ASAD90
K190090,남,21,17/09/96,49.533333,2,선불,CAT200,ASAD90
K190100,여,21,31/07/97,38.966667,1,선불,CAT200,S50
K190110,남,17,04/10/97,36.8,1,선불,CAT200,ASAD90
K190120,남,17,25/07/99,14.833333,9,선불,CAT200,ASAD90
K190130,남,21,26/10/98,23.9,1,선불,CAT200,ASAD170
K190140,남,21,12/08/96,50.733333,10,선불,CAT200,S50
K190150,여,15,06/01/96,58.033333,6,선불,CAT200,ASAD90
K190160,여,21,18/01/98,33.266667,0,선불,CAT200,ASAD90
K190170,여,24,17/11/98,23.166667,1,선불,CAT200,S50
K190180,남,24,25/12/96,46.233333,1,선불,CAT200,S50
K190190,여,24,19/02/96,56.566667,1,선불,CAT200,ASAD90
K190200,남,19,19/11/97,35.266667,0,선불,CAT200,S50
K190210,남,19,28/07/97,39.066667,0,선불,CAT200,ASAD90
K190220,남,15,28/03/96,55.3,2,선불,CAT200,ASAD90
K190230,남,14,26/02/96,56.333333,2,선불,CAT200,ASAD90
K190240,남,24,12/02/99,20.266667,0,선불,CAT200,ASAD90
K190250,남,23,27/09/97,37.033333,10,선불,CAT200,ASAD170
K190260,여,23,14/03/99,19.266667,0,선불,CAT200,ASAD90
K190270,남,25,25/04/97,42.2,0,선불,CAT200,ASAD90
K190280,남,25,10/10/97,36.6,2,선불,CAT200,ASAD170
K190290,여,21,22/05/96,53.466667,0,선불,CAT200,ASAD90
K190300,남,25,19/02/99,20.033333,9,선불,CAT200,S50
K190310,남,23,14/01/98,33.4,0,선불,CAT200,S50
K190320,여,16,19/12/97,34.266667,0,선불,CAT200,ASAD170
K190330,남,18,09/03/97,43.766667,8,선불,CAT200,ASAD170
K190340,여,12,03/04/97,42.933333,0,선불,CAT200,ASAD170
K190350,남,15,24/10/96,48.3,2,선불,CAT200,S50
K190360,여,19,07/04/97,42.8,5,선불,CAT200,ASAD170
K190370,여,21,17/08/97,38.4,2,선불,CAT200,S50
K190380,남,17,20/07/96,51.5,7,선불,CAT200,ASAD90
K190390,남,15,24/08/99,13.833333,2,선불,CAT200,ASAD170
K190400,남,18,07/05/98,29.633333,1,선불,CAT200,ASAD90
K190410,남,22,03/12/96,46.966667,1,선불,CAT200,ASAD170
K190420,남,22,12/05/97,41.633333,9,선불,CAT200,ASAD170
K190430,여,17,05/08/99,14.466667,2,선불,CAT200,ASAD170
K190440,여,14,22/08/98,26.066667,2,선불,CAT200,S50
K190450,여,19,12/01/99,21.3,2,선불,CAT200,ASAD90
K190460,여,13,21/03/96,55.533333,5,선불,CAT200,S50
K190470,남,21,26/10/97,36.066667,2,선불,CAT200,ASAD90
K190480,남,23,19/09/99,12.966667,0,선불,CAT200,ASAD170
K190490,여,19,11/05/99,17.333333,5,선불,CAT200,ASAD170
K190500,여,18,14/05/97,41.566667,1,선불,CAT200,S50
K190510,남,21,14/11/96,47.6,1,선불,CAT200,ASAD170
K190520,남,18,12/10/96,48.7,3,선불,CAT200,ASAD90
K190530,남,24,26/08/96,50.266667,1,선불,CAT200,ASAD90
K190540,여,14,19/06/99,16.033333,6,선불,CAT200,ASAD90
K190550,남,16,05/11/99,11.4,6,선불,CAT200,ASAD90
K190560,남,21,11/11/96,47.7,6,선불,CAT200,S50
K190570,여,23,07/08/97,38.733333,1,선불,CAT200,ASAD170
K190580,여,16,02/01/97,45.966667,2,선불,CAT200,ASAD90
K190590,여,13,12/12/96,46.666667,2,선불,CAT200,ASAD90
K190600,남,20,21/06/97,40.3,0,선불,CAT200,ASAD170
K190610,여,22,08/07/96,51.9,10,선불,CAT200,S50
K190620,남,23,03/10/96,49,2,선불,CAT200,ASAD170
K190630,남,15,26/02/99,19.8,0,선불,CAT200,ASAD170
K190640,남,20,31/12/99,9.533333,1,선불,CAT200,ASAD170
K190650,남,15,23/05/97,41.266667,1,선불,CAT200,ASAD90
K190660,여,15,09/01/96,57.933333,1,선불,CAT200,ASAD90
K190670,남,12,04/02/98,32.7,2,선불,CAT200,ASAD90
K190680,여,23,02/06/97,40.933333,0,선불,CAT200,ASAD90
K190690,여,18,13/01/97,45.6,1,선불,CAT200,ASAD170
K190700,남,12,08/03/98,31.633333,1,선불,CAT200,S50
K190710,남,23,09/08/97,38.666667,8,선불,CAT200,S50
K190720,남,19,22/09/98,25.033333,1,선불,CAT200,S50
K190730,남,20,17/02/99,20.1,2,선불,CAT200,ASAD170
K190740,남,16,12/01/97,45.633333,1,선불,CAT200,ASAD170
K190750,남,19,06/07/98,27.633333,7,선불,CAT200,S50
K190760,여,23,15/10/96,48.6,0,선불,CAT200,S50
K190770,남,20,09/08/99,14.333333,1,선불,CAT200,ASAD90
K190780,여,12,12/11/97,35.5,1,선불,CAT200,ASAD170
K190790,여,19,24/01/96,57.433333,8,선불,CAT200,ASAD170
K190800,남,21,18/08/98,26.2,0,선불,CAT200,ASAD90
K190810,여,18,16/08/96,50.6,1,선불,CAT200,ASAD170
K190820,남,17,25/10/96,48.266667,1,선불,CAT200,ASAD90
K190830,남,19,18/11/99,10.966667,1,선불,CAT200,S50
K190840,남,20,07/04/99,18.466667,2,선불,CAT200,ASAD90
K190850,남,14,05/11/97,35.733333,8,선불,CAT200,ASAD90
K190860,여,18,17/12/98,22.166667,9,선불,CAT200,S50
K190870,남,25,11/04/96,54.833333,2,선불,CAT200,ASAD90
K190880,여,18,04/11/96,47.933333,2,선불,CAT200,S50
K190890,여,12,13/10/99,12.166667,1,선불,CAT200,S50
K190900,여,20,15/05/98,29.366667,9,선불,CAT200,ASAD90
K190910,남,14,12/03/98,31.5,3,선불,CAT200,ASAD170
K190920,여,19,26/10/99,11.733333,0,선불,CAT200,ASAD90
K190930,여,13,18/10/99,12,1,선불,CAT200,ASAD170
K190940,남,18,02/08/99,14.566667,1,선불,CAT200,ASAD90
K190950,남,20,09/10/97,36.633333,1,선불,CAT200,S50
K190960,남,24,21/03/99,19.033333,0,선불,CAT200,S50
K190970,여,16,11/05/99,17.333333,8,선불,CAT200,ASAD90
K190980,여,13,23/12/97,34.133333,0,선불,CAT200,S50
K190990,여,15,08/10/99,12.333333,1,선불,CAT200,S50
K191000,남,21,06/04/96,55,1,선불,CAT200,ASAD90
K191010,여,23,03/05/98,29.766667,1,선불,CAT200,ASAD90
K191020,남,19,27/12/98,21.833333,1,선불,CAT200,ASAD170
K191030,여,22,20/07/97,39.333333,2,선불,CAT200,S50
K191040,여,19,05/05/98,29.7,2,선불,CAT200,S50
K191050,여,16,20/04/98,30.2,2,선불,CAT200,ASAD170
K191060,여,22,05/05/98,29.7,1,선불,CAT200,ASAD90
K191070,남,13,24/08/99,13.833333,2,선불,CAT200,ASAD90
K191080,여,13,04/04/98,30.733333,0,선불,CAT200,S50
K191090,남,18,05/09/97,37.766667,1,선불,CAT200,ASAD90
K191100,여,14,16/02/99,20.133333,0,선불,CAT200,ASAD90
K191110,남,12,28/01/98,32.933333,2,선불,CAT200,S50
K191120,남,17,10/02/97,44.666667,2,선불,CAT200,ASAD170
K191130,여,19,08/03/96,55.966667,11,선불,CAT200,S50
K191140,남,16,25/01/99,20.866667,0,선불,CAT200,ASAD90
K191150,여,21,10/12/97,34.566667,2,선불,CAT200,ASAD90
K191160,여,24,20/04/96,54.533333,2,선불,CAT200,ASAD90
K191170,남,14,07/04/99,18.466667,0,선불,CAT200,ASAD170
K191180,남,21,02/11/97,35.833333,1,선불,CAT200,ASAD90
K191190,여,19,22/12/99,9.833333,2,선불,CAT200,ASAD170
K191200,여,19,22/07/98,27.1,0,선불,CAT200,ASAD170
K191210,여,21,11/07/97,39.633333,2,선불,CAT200,ASAD170
K191220,남,16,26/01/96,57.366667,1,선불,CAT200,S50
K191230,여,21,09/03/98,31.6,1,선불,CAT200,ASAD90
K191240,남,21,28/10/96,48.166667,4,선불,CAT200,ASAD170
K191250,여,17,04/04/99,18.566667,1,선불,CAT200,ASAD90
K191260,남,12,14/08/98,26.333333,1,선불,CAT200,S50
K191270,남,18,26/04/98,30,1,선불,CAT200,ASAD90
K191280,여,20,28/05/97,41.1,0,선불,CAT200,ASAD90
K191290,남,14,13/08/97,38.533333,2,선불,CAT200,ASAD170
K191300,남,17,09/04/97,42.733333,1,선불,CAT200,ASAD170
K191310,남,19,19/06/96,52.533333,2,선불,CAT200,S50
K191320,여,13,02/01/98,33.8,2,선불,CAT200,ASAD90
K191330,남,18,03/01/96,58.133333,8,선불,CAT200,S50
K191340,남,19,21/09/97,37.233333,0,선불,CAT200,S50
K191350,여,19,17/05/96,53.633333,0,선불,CAT200,ASAD90
K191360,여,23,02/07/99,15.6,1,선불,CAT200,ASAD90
K191370,여,19,02/02/97,44.933333,0,선불,CAT200,ASAD90
K191380,남,14,03/09/98,25.666667,1,선불,CAT200,ASAD90
K191390,여,24,04/09/99,13.466667,1,선불,CAT200,ASAD90
K191400,남,21,14/11/97,35.433333,0,선불,CAT200,S50
K191410,남,19,28/08/97,38.033333,7,선불,CAT200,ASAD170
K191420,남,17,09/11/97,35.6,8,선불,CAT200,ASAD170
K191430,남,18,17/08/97,38.4,10,선불,CAT200,ASAD170
K191440,여,16,07/02/98,32.6,1,선불,CAT200,S50
K191450,여,17,16/04/96,54.666667,7,선불,CAT200,ASAD170
K191460,남,16,26/06/99,15.8,10,선불,CAT200,S50
K191470,여,24,21/06/99,15.966667,2,선불,CAT200,ASAD170
K191480,여,20,31/10/97,35.9,0,선불,CAT200,S50
K191490,여,15,22/12/97,34.166667,1,선불,CAT200,ASAD170
K191500,여,25,21/03/96,55.533333,2,선불,CAT200,ASAD90
K191510,여,13,31/07/97,38.966667,6,선불,CAT200,ASAD90
K191520,여,21,01/06/97,40.966667,1,선불,CAT200,ASAD170
K191530,여,17,23/07/96,51.4,1,선불,CAT200,ASAD90
K191540,여,22,08/03/99,19.466667,1,선불,CAT200,ASAD170
K191550,여,24,17/10/99,12.033333,1,선불,CAT200,S50
K191560,여,15,05/04/99,18.533333,2,선불,CAT200,ASAD90
K191570,남,18,21/08/98,26.1,1,선불,CAT200,ASAD90
K191580,남,22,05/08/97,38.8,1,선불,CAT200,ASAD90
K191590,여,13,03/09/97,37.833333,0,선불,CAT200,ASAD90
K191600,남,17,20/06/99,16,4,선불,CAT200,ASAD170
K191610,여,21,19/07/96,51.533333,1,선불,CAT200,ASAD170
K191620,남,17,04/01/97,45.9,4,선불,CAT200,ASAD90
K191630,여,14,15/12/98,22.233333,10,선불,CAT200,ASAD90
K191640,여,21,04/01/99,21.566667,1,선불,CAT200,ASAD90
K191650,여,20,15/10/99,12.1,1,선불,CAT200,ASAD90
K191660,여,24,26/07/98,26.966667,8,선불,CAT200,S50
K191670,남,15,19/12/96,46.433333,1,선불,CAT200,ASAD170
K191680,남,13,09/12/99,10.266667,11,선불,CAT200,ASAD90
K191690,여,13,19/01/97,45.4,4,선불,CAT200,ASAD170
K191700,남,22,21/12/98,22.033333,0,선불,CAT200,ASAD90
K191710,남,23,28/09/99,12.666667,1,선불,CAT200,ASAD90
K191720,여,13,25/01/96,57.4,0,선불,CAT200,S50
K191730,여,13,14/10/98,24.3,2,선불,CAT200,ASAD170
K191740,남,13,05/10/96,48.933333,0,선불,CAT200,S50
K191750,남,20,05/10/96,48.933333,8,선불,CAT200,ASAD170
K191760,여,14,03/10/98,24.666667,2,선불,CAT200,ASAD90
K191770,여,14,12/11/98,23.333333,0,선불,CAT200,ASAD170
K191780,남,17,16/02/96,56.666667,1,선불,CAT200,ASAD90
K191790,여,24,13/04/98,30.433333,2,선불,CAT200,ASAD90
K191800,남,18,26/08/97,38.1,0,선불,CAT200,ASAD170
K191810,여,16,06/02/96,57,10,선불,CAT200,ASAD90
K191820,여,12,06/09/99,13.4,1,선불,CAT200,ASAD90
K191830,남,23,27/04/99,17.8,0,선불,CAT200,ASAD90
K191840,여,25,26/04/97,42.166667,0,선불,CAT200,ASAD170
K191850,여,18,02/10/99,12.533333,8,선불,CAT200,ASAD90
K191860,여,14,23/05/99,16.933333,1,선불,CAT200,S50
K191870,여,22,26/04/99,17.833333,1,선불,CAT200,ASAD90
K191880,여,24,03/12/99,10.466667,6,선불,CAT200,ASAD90
K191890,남,14,09/07/99,15.366667,10,선불,CAT200,ASAD90
K191900,남,24,10/06/99,16.333333,1,선불,CAT200,S50
K191910,남,24,23/07/99,14.9,0,선불,CAT200,ASAD90
K191920,남,16,21/12/97,34.2,2,선불,CAT200,ASAD90
K191930,여,23,22/08/97,38.233333,1,선불,CAT200,S50
K191940,여,25,16/04/98,30.333333,1,선불,CAT200,ASAD170
K191950,여,13,23/05/96,53.433333,9,선불,CAT200,ASAD90
K191960,여,20,10/03/99,19.4,2,선불,CAT200,ASAD170
K191970,여,21,01/06/96,53.133333,9,선불,CAT200,S50
K191980,남,23,02/02/97,44.933333,0,선불,CAT200,ASAD90
K191990,여,13,25/12/99,9.733333,11,선불,CAT200,ASAD90
K192000,여,16,15/12/96,46.566667,1,선불,CAT200,S50
K192010,여,24,13/04/99,18.266667,1,선불,CAT200,ASAD90
K192020,여,20,03/04/96,55.1,0,선불,CAT200,ASAD90
K192030,남,16,14/08/98,26.333333,1,선불,CAT200,ASAD90
K192040,남,21,18/09/98,25.166667,10,선불,CAT200,ASAD90
K192050,여,13,11/04/97,42.666667,8,선불,CAT200,ASAD170
K192060,여,15,18/07/99,15.066667,5,선불,CAT200,ASAD170
K192070,여,19,28/02/96,56.266667,2,선불,CAT200,ASAD90
K192080,여,23,28/02/99,19.733333,0,선불,CAT200,ASAD170
K192090,남,18,04/09/98,25.633333,2,선불,CAT200,S50
K192100,여,22,13/05/96,53.766667,2,선불,CAT200,S50
K192110,남,15,24/02/97,44.2,1,선불,CAT200,ASAD90
K192120,남,23,14/11/96,47.6,0,선불,CAT200,S50
K192130,남,14,01/07/97,39.966667,3,선불,CAT200,ASAD90
K192140,여,18,28/07/98,26.9,1,선불,CAT200,ASAD90
K192150,남,16,31/08/98,25.766667,1,선불,CAT200,ASAD90
K192160,여,23,12/10/97,36.533333,1,선불,CAT200,ASAD90
K192170,남,21,26/08/98,25.933333,2,선불,CAT200,ASAD170
K192180,남,22,17/05/97,41.466667,11,선불,CAT200,ASAD170
K192190,여,20,15/04/99,18.2,0,선불,CAT200,S50
K192200,여,23,10/05/98,29.533333,0,선불,CAT200,S50
K192210,남,13,16/05/99,17.166667,5,선불,CAT200,ASAD90
K192220,남,18,14/09/98,25.3,0,선불,CAT200,ASAD90
K192230,여,15,23/04/96,54.433333,2,선불,CAT200,ASAD90
K192240,여,22,06/08/98,26.6,0,선불,CAT200,ASAD90
K192250,남,18,01/05/98,29.833333,0,선불,CAT200,S50
K192260,여,15,06/06/97,40.8,0,선불,CAT200,S50
K192270,여,14,10/11/99,11.233333,1,선불,CAT200,ASAD90
K192280,남,23,05/11/99,11.4,2,선불,CAT200,S50
K192290,여,18,17/03/99,19.166667,2,선불,CAT200,ASAD90
K192300,여,16,31/08/96,50.1,2,선불,CAT200,ASAD170
K192310,여,22,28/12/96,46.133333,2,선불,CAT200,ASAD90
K192320,남,17,14/02/97,44.533333,4,선불,CAT200,ASAD90
K192330,여,20,07/12/99,10.333333,2,선불,CAT200,S50
K192340,여,14,26/06/96,52.3,0,선불,CAT200,ASAD90
K192350,남,16,03/05/96,54.1,0,선불,CAT200,ASAD90
K192360,남,19,09/02/96,56.9,2,선불,CAT200,S50
K192370,여,16,14/01/98,33.4,0,선불,CAT200,ASAD90
K192380,여,14,24/03/98,31.1,8,선불,CAT200,S50
K192390,여,15,11/12/98,22.366667,2,선불,CAT200,ASAD90
K192400,여,20,16/01/99,21.166667,2,선불,CAT200,ASAD170
K192410,여,17,21/09/98,25.066667,1,선불,CAT200,ASAD90
K192420,남,12,17/01/99,21.133333,0,선불,CAT200,ASAD90
K192430,여,13,10/05/97,41.7,1,선불,CAT200,ASAD90
K192440,여,25,08/07/99,15.4,2,선불,CAT200,ASAD170
K192450,여,19,13/05/97,41.6,1,선불,CAT200,S50
K192460,남,23,02/12/97,34.833333,2,선불,CAT200,S50
K192470,여,12,03/12/97,34.8,2,선불,CAT200,ASAD170
K192480,여,17,27/12/97,34,1,선불,CAT200,ASAD170
K192490,남,15,18/08/96,50.533333,2,선불,CAT200,ASAD90
K192500,여,18,05/04/97,42.866667,2,선불,CAT200,ASAD90
K192510,남,14,05/08/96,50.966667,9,선불,CAT200,ASAD90
K192520,남,21,08/08/97,38.7,3,선불,CAT200,ASAD170
K192530,여,15,23/08/99,13.866667,2,선불,CAT200,S50
K192540,남,12,05/01/99,21.533333,0,선불,CAT200,ASAD170
K192550,남,13,15/03/97,43.566667,1,선불,CAT200,ASAD90
K192560,여,17,15/03/99,19.233333,10,선불,CAT200,S50
K192570,남,12,04/07/97,39.866667,2,선불,CAT200,S50
K192580,여,15,08/09/99,13.333333,0,선불,CAT200,ASAD90
K192590,여,25,11/12/97,34.533333,1,선불,CAT200,S50
K192600,여,22,16/01/99,21.166667,10,선불,CAT200,S50
K192610,여,25,11/06/98,28.466667,2,선불,CAT200,ASAD90
K192620,남,25,28/12/96,46.133333,8,선불,CAT200,ASAD90
K192630,남,19,23/07/97,39.233333,0,선불,CAT200,S50
K192640,여,12,15/10/98,24.266667,2,선불,CAT200,ASAD90
K192650,여,16,15/09/97,37.433333,2,선불,CAT200,ASAD90
K192660,여,16,16/06/98,28.3,0,선불,CAT200,ASAD170
