고객ID,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화요금_분,평균주간통화시간,평균야간통화시간,평균주말통화시간,국내통화횟수,국내통화시간_분,평균국내통화시간,총통화시간_분,이탈여부
K217120,52,97.8,20,150.900001,4,15.6,33.655755,0,1.880769,7.545,3.9,76,264.300001,3.477632,297.955756,이탈
K217130,17,38.4,90,188.1,12,35,29.664841,0,2.258824,2.09,2.916667,119,261.5,2.197479,291.164841,이탈
K217140,45,100.8,137,353.1,0,0,95.099602,0,2.24,2.577372,0,182,453.9,2.493956,548.999602,이탈
K217150,44,86.399999,25,98.399999,4,7.8,55.966088,0,1.963636,3.936,1.95,73,192.599998,2.638356,248.566086,이탈
K217160,20,44.4,60,153,21,39.6,32.234477,0,2.22,2.55,1.885714,101,237,2.346535,269.234477,이탈
K217170,49,80.400001,136,207.9,34,52.800001,27.712229,0,1.640816,1.528676,1.552941,219,341.100002,1.557534,368.812231,이탈
K217180,62,95.4,108,299.7,3,7.2,4.294699,0,1.53871,2.775,2.4,173,402.3,2.325434,406.594699,이탈
K217190,36,58.2,58,127.8,17,42.6,18.344408,0,1.616667,2.203448,2.505882,111,228.6,2.059459,246.944408,이탈
K217200,10,30,73,150.900001,9,21.599999,2.620628,0,3,2.067123,2.4,92,202.5,2.201087,205.120628,이탈
K217210,0,0,77,281.700001,13,28.8,41.682658,0,0,3.658442,2.215385,90,310.500001,3.45,352.182659,이탈
K217220,63,103.800001,3,221.7,10,60,8.215184,0,1.647619,73.9,6,76,385.500001,5.072368,393.715185,이탈
K217230,0,0,50,181.8,50,135,84.816778,0,0,3.636,2.7,100,316.8,3.168,401.616778,이탈
K217240,31,78.6,34,72,20,80,5.374023,0,2.535484,2.117647,4,85,230.6,2.712941,235.974023,이탈
K217250,75,126,45,324.899999,6,41.4,91.113377,0,1.68,7.22,6.9,126,492.299999,3.907143,583.413376,이탈
K217260,64,126,13,105.9,0,0,5.756867,0,1.96875,8.146154,0,77,231.9,3.011688,237.656867,이탈
K217270,37,103.8,10,240,37,57,42.633513,0,2.805405,24,1.540541,84,400.8,4.771429,443.433513,이탈
K217280,37,102.600001,113,263.7,3,8.4,70.348276,0,2.772973,2.333628,2.8,153,374.700001,2.44902,445.048277,이탈
K217290,40,89.400002,112,257.7,18,73,64.212016,0,2.235,2.300893,4.055556,170,420.100002,2.471176,484.312018,이탈
K217300,38,63,82,231.900001,11,18,31.682665,0,1.657895,2.828049,1.636364,131,312.900001,2.38855,344.582666,이탈
K217310,19,37.799999,91,359.7,12,43,37.074353,0,1.989474,3.952747,3.583333,122,440.499999,3.610656,477.574352,이탈
K217320,33,91.199999,97,329.4,16,29.4,35.095833,0,2.763636,3.395876,1.8375,146,449.999999,3.082192,485.095832,이탈
K217330,49,135,78,231.3,9,67,41.744217,0,2.755102,2.965385,7.444444,136,433.3,3.186029,475.044217,이탈
K217340,120,184.199999,78,228.900001,0,0,11.016166,0,1.535,2.934615,0,198,413.1,2.086364,424.116166,이탈
K217350,58,126.599999,25,280.200001,56,85.799999,14.600305,0,2.182759,11.208,1.532143,139,492.599999,3.543885,507.200304,이탈
K217360,34,58.8,63,252.6,22,38.500001,17.601783,0,1.729412,4.009524,1.75,119,349.900001,2.940336,367.501784,이탈
K217370,43,78,35,203.4,11,28.200001,6.31087,0,1.813953,5.811429,2.563636,89,309.600001,3.478652,315.910871,이탈
K217380,14,32.4,25,107.1,49,99.6,12.408447,0,2.314286,4.284,2.032653,88,239.1,2.717045,251.508447,이탈
K217390,32,72.599999,19,257.1,13,49.800001,29.222929,0,2.26875,13.531579,3.830769,64,379.5,5.929688,408.722929,이탈
K217400,97,172.8,125,210.600002,29,66.499999,82.142346,0,1.781443,1.6848,2.293103,251,449.900001,1.79243,532.042347,이탈
K217410,46,100.2,66,243,11,52.499999,20.240493,0,2.178261,3.681818,4.772727,123,395.699999,3.217073,415.940492,이탈
K217420,64,140.400001,82,200.400001,39,63,84.953644,0,2.19375,2.443902,1.615385,185,403.800002,2.182703,488.753646,이탈
K217430,67,103.2,100,224.7,31,49.2,51.471785,0,1.540299,2.247,1.587097,198,377.1,1.904545,428.571785,이탈
K217440,49,107.400001,144,366,8,22.8,37.044865,0,2.191837,2.541667,2.85,201,496.200001,2.468657,533.244866,이탈
K217450,106,162,19,106.500001,55,119.4,52.422488,0,1.528302,5.605263,2.170909,180,387.900001,2.155,440.322489,이탈
K217460,33,93,47,92.699999,6,38.399999,11.718008,0,2.818182,1.97234,6.4,86,224.099998,2.605814,235.818006,이탈
K217470,28,57,13,38.100001,37,101.4,61.451062,0,2.035714,2.930769,2.740541,78,196.500001,2.519231,257.951063,이탈
K217480,44,88.8,31,195.599999,15,28.8,7.661732,0,2.018182,6.309677,1.92,90,313.199999,3.48,320.861731,이탈
K217490,54,106.199999,90,149.4,16,69,73.175051,0,1.966667,1.66,4.3125,160,324.599999,2.02875,397.77505,이탈
K217500,98,217.800001,17,197.400001,1,40.2,8.397676,0,2.222449,11.611765,40.2,116,455.400002,3.925862,463.797678,이탈
K217510,6,13.200001,39,198.6,4,18.6,46.618821,0,2.2,5.092308,4.65,49,230.400001,4.702041,277.018822,이탈
K217520,19,54.6,211,318.9,2,7.2,80.289198,0,2.873684,1.511374,3.6,232,380.7,1.640948,460.989198,이탈
K217530,83,184.199999,112,257.099999,26,57,4.993341,0,2.219277,2.295536,2.192308,221,498.299998,2.254751,503.293339,이탈
K217540,51,141.6,22,87.9,75,123.6,41.755864,0,2.776471,3.995455,1.648,148,353.1,2.385811,394.855864,이탈
K217550,26,58.199999,43,189.6,10,62.4,89.391877,0,2.238462,4.409302,6.24,79,310.199999,3.926582,399.591876,이탈
K217560,114,203.399999,86,187.2,6,78,80.049127,0,1.784211,2.176744,13,206,468.599999,2.274757,548.649126,이탈
K217570,39,69,72,174,25,46.8,78.994943,0,1.769231,2.416667,1.872,136,289.8,2.130882,368.794943,이탈
K217580,57,156,16,162.600001,20,56.399999,99.843807,0,2.736842,10.1625,2.82,93,375,4.032258,474.843807,이탈
K217590,24,54,63,189.300002,38,86.4,21.064879,0,2.25,3.004762,2.273684,125,329.700002,2.6376,350.764881,이탈
K217600,18,49.8,91,218.4,12,47.4,50.009602,0,2.766667,2.4,3.95,121,315.6,2.608264,365.609602,이탈
K217610,25,55.200001,62,393.9,2,6,7.626713,0,2.208,6.353226,3,89,455.100001,5.113483,462.726714,이탈
K217620,118,183,32,221.7,11,27,81.749835,0,1.550847,6.928125,2.454545,161,431.7,2.681366,513.449835,이탈
K217630,39,109.8,0,0,55,88.2,39.710193,0,2.815385,0,1.603636,94,198,2.106383,237.710193,이탈
K217640,52,145.8,2,280.5,13,26,62.610705,0,2.803846,140.25,2,67,452.3,6.750746,514.910705,이탈
K217650,18,40.2,120,321.6,19,46.2,14.287035,0,2.233333,2.68,2.431579,157,408,2.598726,422.287035,이탈
K217660,41,113.4,1,196.2,83,142.8,83.678689,0,2.765854,196.2,1.720482,125,452.4,3.6192,536.078689,이탈
K217670,70,125.400001,63,140.400001,18,36,79.895337,0,1.791429,2.228571,2,151,301.800002,1.998676,381.695339,이탈
K217680,31,69,129,300.6,0,0,39.289261,0,2.225806,2.330233,0,160,369.6,2.31,408.889261,이탈
K217690,25,45,21,142.2,22,40.2,44.406352,0,1.8,6.771429,1.827273,68,227.4,3.344118,271.806352,이탈
K217700,24,48,191,348.9,0,0,40.393936,0,2,1.826702,0,215,396.9,1.846047,437.293936,이탈
K217710,31,55.800001,28,115.800001,43,75.599999,15.228747,0,1.8,4.135714,1.75814,102,247.200001,2.423529,262.428748,이탈
K217720,40,89.4,155,294.6,21,58.5,94.824575,0,2.235,1.900645,2.785714,216,442.5,2.048611,537.324575,이탈
K217730,32,92.4,34,66,30,53.499999,69.873719,0,2.8875,1.941176,1.783333,96,211.899999,2.207292,281.773718,이탈
K217740,15,41.4,39,301.8,7,15.6,76.978681,0,2.76,7.738462,2.228571,61,358.8,5.881967,435.778681,이탈
K217750,54,88.800001,152,342.3,9,37.500001,40.963749,0,1.644444,2.251974,4.166667,215,468.600002,2.179535,509.563751,이탈
K217760,79,129,23,65.7,25,107.4,32.429846,0,1.632911,2.856522,4.296,127,302.1,2.37874,334.529846,이탈
K217770,30,54,34,267.6,11,28.8,45.000741,0,1.8,7.870588,2.618182,75,350.4,4.672,395.400741,이탈
K217780,69,152.4,78,294,27,51,13.710643,0,2.208696,3.769231,1.888889,174,497.4,2.858621,511.110643,이탈
K217790,23,51.600001,110,210.600001,2,6.5,69.868971,0,2.243478,1.914545,3.25,135,268.700002,1.99037,338.568973,이탈
K217800,46,101.4,156,262.799999,2,27.6,21.54832,0,2.204348,1.684615,13.8,204,391.799999,1.920588,413.348319,이탈
K217810,25,55.2,114,191.399999,46,73.2,70.424779,0,2.208,1.678947,1.591304,185,319.799999,1.728649,390.224778,이탈
K217820,69,132.6,26,66,49,80.4,68.102072,0,1.921739,2.538462,1.640816,144,279,1.9375,347.102072,이탈
K217830,39,108.599999,74,210.899999,35,55.8,60.807603,0,2.784615,2.85,1.594286,148,375.299998,2.535811,436.107601,이탈
K217840,32,90,106,179.399999,3,10.2,57.359455,0,2.8125,1.692453,3.4,141,279.599999,1.982979,336.959454,이탈
K217850,31,51.6,26,164.4,3,36.6,57.669132,0,1.664516,6.323077,12.2,60,252.6,4.21,310.269132,이탈
K217860,53,88.8,12,62.700001,13,64.2,62.863118,0,1.675472,5.225,4.938462,78,215.700001,2.765385,278.563119,이탈
K217870,58,109.199999,22,143.699999,17,100.800001,13.703595,0,1.882759,6.531818,5.929412,97,353.699999,3.646392,367.403594,이탈
K217880,79,174.600001,30,137.099999,15,44.500002,97.195182,0,2.210127,4.57,2.966667,124,356.200002,2.872581,453.395184,이탈
K217890,37,60.6,167,308.1,51,99,34.813476,0,1.637838,1.84491,1.941176,255,467.7,1.834118,502.513476,이탈
K217900,47,84.6,172,314.4,0,0,3.322037,0,1.8,1.827907,0,219,399,1.821918,402.322037,이탈
K217910,40,90,24,134.099999,0,0,0.61009,0,2.25,5.5875,0,64,224.099999,3.501562,224.710089,이탈
K217920,42,79.8,50,99.599999,42,69.499999,81.420002,0,1.9,1.992,1.654762,134,248.899998,1.857463,330.32,이탈
K217930,137,213,86,237,9,17,78.021509,0,1.554745,2.755814,1.888889,232,467,2.012931,545.021509,이탈
K217940,52,142.8,108,177.9,1,5.5,9.911435,0,2.746154,1.647222,5.5,161,326.2,2.026087,336.111435,이탈
K217950,51,83.400001,141,374.7,16,27.500001,75.059858,0,1.635294,2.657447,1.71875,208,485.600002,2.334615,560.65986,이탈
K217960,61,94.799999,9,91.500001,1,5.5,34.070242,0,1.554098,10.166667,5.5,71,191.8,2.701408,225.870242,이탈
K217970,27,61.8,92,149.4,1,19,42.671859,0,2.288889,1.623913,19,120,230.2,1.918333,272.871859,이탈
K217980,42,112.8,70,222,0,0,16.741021,0,2.685714,3.171429,0,112,334.8,2.989286,351.541021,이탈
K217990,32,72.6,34,181.200001,9,64.799999,30.790223,0,2.26875,5.329412,7.2,75,318.6,4.248,349.390223,이탈
K218000,43,94.8,29,216.3,1,30,53.04039,0,2.204651,7.458621,30,73,341.1,4.672603,394.14039,이탈
K218010,32,69.6,31,85.199999,11,23.5,22.454961,0,2.175,2.748387,2.136364,74,178.299999,2.409459,200.75496,이탈
K218020,54,91.200001,55,264.9,21,39,25.963595,0,1.688889,4.816364,1.857143,130,395.100001,3.039231,421.063596,이탈
K218030,0,0,213,339.3,0,0,94.551027,0,0,1.592958,0,213,339.3,1.592958,433.851027,이탈
K218040,36,78,59,347.7,6,34.799999,40.399359,0,2.166667,5.89322,5.8,101,460.499999,4.559406,500.899358,이탈
K218050,63,141.6,20,56.4,60,129.6,55.81423,0,2.247619,2.82,2.16,143,327.6,2.290909,383.41423,이탈
K218060,53,117.6,47,209.4,0,0,67.502486,0,2.218868,4.455319,0,100,327,3.27,394.502486,이탈
K218070,51,114,19,45.9,6,100.800001,80.286403,0,2.235294,2.415789,16.8,76,260.700001,3.430263,340.986404,이탈
K218080,86,186.6,105,237,32,51,7.494645,0,2.169767,2.257143,1.59375,223,474.6,2.128251,482.094645,이탈
K218090,70,151.8,32,60.3,15,100.8,15.532525,0,2.168571,1.884375,6.72,117,312.9,2.674359,328.432525,이탈
K218100,45,97.199999,107,293.399999,11,37,48.662384,0,2.16,2.742056,3.363636,163,427.599998,2.623313,476.262382,이탈
K218110,54,96.600001,54,107.7,19,32.399999,58.389565,0,1.788889,1.994444,1.705263,127,236.7,1.86378,295.089565,이탈
K218120,53,86.400001,27,192.599999,33,91.500001,46.880578,0,1.630189,7.133333,2.772727,113,370.500001,3.278761,417.380579,이탈
K218130,93,207.600001,52,272.100001,5,8.399999,97.40957,0,2.232258,5.232692,1.68,150,488.100001,3.254,585.509571,이탈
K218140,52,81,48,182.1,2,33,68.274152,0,1.557692,3.79375,16.5,102,296.1,2.902941,364.374152,이탈
K218150,65,181.199999,41,154.199999,14,69.600002,54.190867,0,2.787692,3.760976,4.971429,120,405,3.375,459.190867,유지
K218160,82,178.200001,169,270.3,18,45.6,43.192848,0,2.173171,1.599408,2.533333,269,494.100001,1.836803,537.292849,이탈
K218170,25,54,72,254.399999,2,35,96.061129,0,2.16,3.533333,17.5,99,343.399999,3.468687,439.461128,이탈
K218180,0,0,67,284.1,6,56.5,83.833355,0,0,4.240299,9.416667,73,340.6,4.665753,424.433355,이탈
K218190,35,98.4,116,240,1,7.8,93.124071,0,2.811429,2.068966,7.8,152,346.2,2.277632,439.324071,이탈
K218200,23,58.799999,12,120.599999,3,10,24.318307,0,2.556522,10.05,3.333333,38,189.399998,4.98421,213.718305,이탈
K218210,20,36,143,253.5,2,29,10.415244,0,1.8,1.772727,14.5,165,318.5,1.930303,328.915244,이탈
K218220,21,47.4,58,183.9,1,5.5,4.638515,0,2.257143,3.17069,5.5,80,236.8,2.96,241.438515,이탈
K218230,101,154.2,15,186.299999,33,94.8,60.253055,0,1.526733,12.42,2.872727,149,435.299999,2.921477,495.553054,이탈
K218240,75,161.4,86,145.5,24,45,55.258462,0,2.152,1.69186,1.875,185,351.9,1.902162,407.158462,이탈
K218250,0,0,27,43.2,27,41.5,4.504267,0,0,1.6,1.537037,54,84.7,1.568519,89.204267,이탈
K218260,69,130.2,51,301.2,8,18.6,40.865073,0,1.886957,5.905882,2.325,128,450,3.515625,490.865073,이탈
K218270,0,0,67,327.6,3,24.6,90.808063,0,0,4.889552,8.2,70,352.2,5.031429,443.008063,이탈
K218280,0,0,133,373.500001,13,65.4,83.763352,0,0,2.808271,5.030769,146,438.900001,3.006164,522.663353,이탈
K218290,113,172.2,40,180.6,19,30.6,45.593792,0,1.523894,4.515,1.610526,172,383.4,2.22907,428.993792,유지
K218300,61,94.8,133,288.6,33,79,96.923847,0,1.554098,2.169925,2.393939,227,462.4,2.037004,559.323847,이탈
K218310,19,42,36,180.6,23,140.4,82.858985,0,2.210526,5.016667,6.104348,78,363,4.653846,445.858985,이탈
K218320,28,71.400001,49,279.9,3,12,5.759003,0,2.55,5.712245,4,80,363.300001,4.54125,369.059004,이탈
K218330,71,118.799999,88,147.6,67,102.6,27.102558,0,1.673239,1.677273,1.531343,226,368.999999,1.632743,396.102557,이탈
K218340,58,131.400001,159,357.900001,0,0,67.692583,0,2.265517,2.250943,0,217,489.300002,2.254839,556.992585,이탈
K218350,42,107.4,4,208.5,14,87.6,45.11511,0,2.557143,52.125,6.257143,60,403.5,6.725,448.61511,이탈
K218360,47,120,18,93,49,79,89.125633,0,2.553191,5.166667,1.612245,114,292,2.561404,381.125633,이탈
K218370,55,103.8,69,105.3,4,14,65.141088,0,1.887273,1.526087,3.5,128,223.1,1.742969,288.241088,이탈
K218380,18,47.4,134,237,8,61.800001,55.831208,0,2.633333,1.768657,7.725,160,346.200001,2.16375,402.031209,이탈
K218390,27,40.8,121,242.1,0,0,16.830917,0,1.511111,2.000826,0,148,282.9,1.911486,299.730917,이탈
K218400,53,99.6,77,216.299999,59,118.2,12.46858,0,1.879245,2.809091,2.00339,189,434.099999,2.296825,446.568579,이탈
K218410,102,157.8,38,123.3,29,45,84.275557,0,1.547059,3.244737,1.551724,169,326.1,1.929586,410.375557,이탈
K218420,38,105.6,63,180.6,8,61,95.305748,0,2.778947,2.866667,7.625,109,347.2,3.185321,442.505748,이탈
K218430,52,143.4,7,256.2,4,22.8,11.277451,0,2.757692,36.6,5.7,63,422.4,6.704762,433.677451,이탈
K218440,46,125.399999,70,257.700002,15,68.399999,52.164392,0,2.726087,3.681429,4.56,131,451.5,3.446565,503.664392,유지
K218450,31,54.6,126,300.900001,38,77,24.779861,0,1.76129,2.388095,2.026316,195,432.500001,2.217949,457.279862,이탈
K218460,92,207,52,221.699999,41,70.8,38.584076,0,2.25,4.263462,1.726829,185,499.499999,2.7,538.084075,이탈
K218470,46,81,78,122.399999,4,94.8,6.480921,0,1.76087,1.569231,23.7,128,298.199999,2.329687,304.68092,이탈
K218480,26,51.6,246,393,3,11.4,4.785308,0,1.984615,1.597561,3.8,275,456,1.658182,460.785308,이탈
K218490,110,205.800001,145,228.300001,1,60,56.026243,0,1.870909,1.574483,60,256,494.100002,1.930078,550.126245,이탈
K218500,26,57,23,319.5,13,98.5,54.405835,0,2.192308,13.891304,7.576923,62,475,7.66129,529.405835,이탈
K218510,63,143.4,82,151.199999,6,51,37.252593,0,2.27619,1.843902,8.5,151,345.599999,2.288742,382.852592,이탈
K218520,74,168,20,149.099998,10,32.5,1.992806,0,2.27027,7.455,3.25,104,349.599998,3.361538,351.592804,이탈
K218530,29,72.600001,111,236.099999,9,27,41.064099,0,2.503448,2.127027,3,149,335.7,2.25302,376.764099,이탈
K218540,39,60.600002,17,35.7,7,138,53.340182,0,1.553846,2.1,19.714286,63,234.300002,3.719048,287.640184,이탈
K218550,104,164.4,58,203.4,14,55.2,30.433973,0,1.580769,3.506897,3.942857,176,423,2.403409,453.433973,이탈
K218560,48,73.799999,45,271.799999,2,4.8,60.524503,0,1.5375,6.04,2.4,95,350.399998,3.688421,410.924501,이탈
K218570,57,91.200001,165,330.9,4,29.4,65.551005,0,1.6,2.005455,7.35,226,451.500001,1.997788,517.051006,유지
K218580,0,0,147,244.200001,57,106.500001,31.952824,0,0,1.661224,1.868421,204,350.700002,1.719118,382.652826,이탈
K218590,40,75.599999,159,279.300001,1,31.8,67.865513,0,1.89,1.756604,31.8,200,386.7,1.9335,454.565513,이탈
K218600,58,96,33,236.7,1,7.2,16.889919,0,1.655172,7.172727,7.2,92,339.9,3.694565,356.789919,이탈
K218610,80,133.8,67,108.599999,14,30.599999,5.24313,0,1.6725,1.620896,2.185714,161,272.999998,1.695652,278.243128,이탈
K218620,28,53.4,12,160.500001,29,70.2,29.922479,0,1.907143,13.375,2.42069,69,284.100001,4.117391,314.02248,이탈
K218630,46,128.400001,64,305.099998,0,0,42.36832,0,2.791304,4.767187,0,110,433.499999,3.940909,475.868319,유지
K218640,73,166.2,47,206.100001,10,86.4,26.43807,0,2.276712,4.385106,8.64,130,458.700001,3.528462,485.138071,이탈
K218650,23,58.8,12,120.599999,3,10,24.318283,0,2.556522,10.05,3.333333,38,189.399999,4.984211,213.718282,이탈
K218660,84,136.8,30,245.400001,3,21.6,16.413256,0,1.628571,8.18,7.2,117,403.800001,3.451282,420.213257,이탈
K218670,54,135,148,234,4,63,99.161482,0,2.5,1.581081,15.75,206,432,2.097087,531.161482,이탈
K218680,26,49.8,18,189.600001,8,51.499999,58.760641,0,1.915385,10.533333,6.4375,52,290.9,5.594231,349.660641,이탈
K218690,36,81.600001,4,330.3,33,70.2,62.176668,0,2.266667,82.575,2.127273,73,482.100001,6.60411,544.276669,이탈
K218700,52,141.6,19,165.9,10,23,55.309705,0,2.723077,8.731579,2.3,81,330.5,4.080247,385.809705,이탈
K218710,38,69,103,311.400001,15,23.499999,88.83495,0,1.815789,3.023301,1.566667,156,403.9,2.589103,492.73495,이탈
K218720,17,43.2,55,213.3,5,28.8,47.843103,0,2.541176,3.878182,5.76,77,285.3,3.705195,333.143103,이탈
K218730,70,124.2,64,193.5,45,79.8,32.266319,0,1.774286,3.023437,1.773333,179,397.5,2.22067,429.766319,이탈
K218740,23,65.4,79,202.799999,5,117,39.573705,0,2.843478,2.567089,23.4,107,385.199999,3.6,424.773704,이탈
K218750,47,124.199999,70,172.5,7,19.800001,71.237493,0,2.642553,2.464286,2.828572,124,316.5,2.552419,387.737493,이탈
K218760,60,106.800001,52,244.500001,13,24.6,19.473792,0,1.78,4.701923,1.892308,125,375.900002,3.0072,395.373794,이탈
K218770,67,125.399999,9,232.2,8,46,11.787639,0,1.871642,25.8,5.75,84,403.599999,4.804762,415.387638,이탈
K218780,54,115.200001,38,226.799999,7,20.4,6.157154,0,2.133333,5.968421,2.914286,99,362.4,3.660606,368.557154,유지
K218790,19,44.4,88,132.899999,24,38.4,36.666856,0,2.336842,1.510227,1.6,131,215.699999,1.646565,252.366855,이탈
K218800,88,194.4,0,0,3,10.2,60.52151,0,2.209091,0,3.4,91,204.6,2.248352,265.12151,유지
K218810,38,58.799999,31,144.600001,10,48.5,11.253731,0,1.547368,4.664516,4.85,79,251.9,3.188608,263.153731,이탈
K218820,45,72,9,106.5,2,6.5,33.998853,0,1.6,11.833333,3.25,56,185,3.303571,218.998853,이탈
K218830,90,136.8,124,225.300001,45,84,75.926914,0,1.52,1.816935,1.866667,259,446.100001,1.722394,522.026915,이탈
K218840,42,75,50,178.2,4,31.5,62.589081,0,1.785714,3.564,7.875,96,284.7,2.965625,347.289081,이탈
K218850,47,89.4,13,29.100001,25,84,66.492577,0,1.902128,2.238462,3.36,85,202.500001,2.382353,268.992578,이탈
K218860,84,136.799998,36,256.5,33,74,87.851174,0,1.628571,7.125,2.242424,153,467.299998,3.054248,555.151172,이탈
K218870,30,52.2,25,216,30,59.399999,35.945784,0,1.74,8.64,1.98,85,327.599999,3.854118,363.545783,이탈
K218880,28,57,13,38.099999,37,101.4,61.451001,0,2.035714,2.930769,2.740541,78,196.499999,2.519231,257.951,이탈
K218890,46,91.199999,13,41.4,10,49.800001,58.959393,0,1.982609,3.184615,4.98,69,182.4,2.643478,241.359393,이탈
K218900,39,77.399999,63,117,18,55,32.1502,0,1.984615,1.857143,3.055556,120,249.399999,2.078333,281.550199,이탈
K218910,17,34.2,127,205.8,9,17.399999,2.641556,0,2.011765,1.620472,1.933333,153,257.399999,1.682353,260.041555,이탈
K218920,25,49.2,76,175.2,0,0,14.935202,0,1.968,2.305263,0,101,224.4,2.221782,239.335202,이탈
K218930,25,50.399999,20,226.199999,7,88.199999,79.801657,0,2.016,11.31,12.6,52,364.799997,7.015385,444.601654,이탈
K218940,56,141,41,283.200001,48,74.4,35.571948,0,2.517857,6.907317,1.55,145,498.600001,3.438621,534.171949,이탈
K218950,31,56.4,18,122.7,1,18.6,35.657894,0,1.819355,6.816667,18.6,50,197.7,3.954,233.357894,이탈
K218960,40,85.2,6,72.599999,36,98.400001,39.614085,0,2.13,12.1,2.733333,82,256.2,3.12439,295.814085,이탈
K218970,23,36.6,166,449.4,1,3,36.655077,0,1.591304,2.707229,3,190,489,2.573684,525.655077,이탈
K218980,88,168,38,148.8,1,59.4,68.993221,0,1.909091,3.915789,59.4,127,376.2,2.962205,445.193221,이탈
K218990,72,115.800001,19,82.5,35,73.800001,10.953173,0,1.608333,4.342105,2.108571,126,272.100002,2.159524,283.053175,이탈
K219000,51,115.799999,49,77.099998,34,69,65.711107,0,2.270588,1.573469,2.029412,134,261.899997,1.954478,327.611104,이탈
K219010,57,113.400001,7,304.499999,5,58.199999,58.099253,0,1.989474,43.5,11.64,69,476.099999,6.9,534.199252,이탈
K219020,56,111.600001,59,89.700001,12,57,80.92325,0,1.992857,1.520339,4.75,127,258.300002,2.033858,339.223252,이탈
K219030,24,52.800001,140,240.300001,38,150,37.212892,0,2.2,1.716429,3.947368,202,443.100002,2.193564,480.312894,이탈
K219040,48,82.199999,110,267,5,26,41.984953,0,1.7125,2.427273,5.2,163,375.199999,2.30184,417.184952,이탈
K219050,15,39,101,297.6,0,0,59.152179,0,2.6,2.946535,0,116,336.6,2.901724,395.752179,이탈
K219060,25,41.4,155,303,8,25.2,15.585193,0,1.656,1.954839,3.15,188,369.6,1.965957,385.185193,이탈
K219070,89,157.2,3,231.3,47,84.6,79.798212,0,1.766292,77.1,1.8,139,473.1,3.403597,552.898212,이탈
K219080,66,133.799999,52,150,29,73.799999,73.202631,0,2.027273,2.884615,2.544828,147,357.599998,2.432653,430.802629,이탈
K219090,42,96.600001,56,164.399999,7,42,89.382827,0,2.3,2.935714,6,105,303,2.885714,392.382827,이탈
K219100,30,48.6,46,260.4,6,30.5,82.589356,0,1.62,5.66087,5.083333,82,339.5,4.140244,422.089356,이탈
K219110,49,129.6,95,167.1,38,66.6,97.559235,0,2.644898,1.758947,1.752632,182,363.3,1.996154,460.859235,이탈
K219120,93,187.8,43,206.400001,10,87,98.072702,0,2.019355,4.8,8.7,146,481.200001,3.29589,579.272703,이탈
K219130,42,65.4,68,309,27,47,13.05868,0,1.557143,4.544118,1.740741,137,421.4,3.075912,434.45868,이탈
K219140,42,84.6,105,202.499999,19,85.500001,23.295511,0,2.014286,1.928571,4.5,166,372.6,2.244578,395.895511,이탈
K219150,43,87.6,25,307.2,16,52.2,34.713267,0,2.037209,12.288,3.2625,84,447,5.321429,481.713267,이탈
K219160,41,63.600001,127,348.600001,11,37,89.673484,0,1.55122,2.744882,3.363636,179,449.200002,2.509497,538.873486,이탈
K219170,50,87,20,180.9,17,54,82.878827,0,1.74,9.045,3.176471,87,321.9,3.7,404.778827,이탈
K219180,23,40.799999,63,205.5,21,54.600001,6.90022,0,1.773913,3.261905,2.6,107,300.9,2.81215,307.80022,이탈
K219190,53,90.6,20,72.9,4,35.4,5.879232,0,1.709434,3.645,8.85,77,198.9,2.583117,204.779232,이탈
K219200,33,76.200001,69,143.099999,2,24,57.251332,0,2.309091,2.073913,12,104,243.3,2.339423,300.551332,이탈
K219210,40,114.6,29,211.799998,54,141,14.940752,0,2.865,7.303448,2.611111,123,467.399998,3.8,482.34075,이탈
K219220,53,90.600001,20,72.900001,4,35.399999,5.879231,0,1.709434,3.645,8.85,77,198.900001,2.583117,204.779232,이탈
K219230,76,173.4,137,256.799999,3,12,37.395569,0,2.281579,1.874453,4,216,442.199999,2.047222,479.595568,이탈
K219240,127,194.4,58,248.4,2,34.2,43.105561,0,1.530709,4.282759,17.1,187,477,2.550802,520.105561,이탈
K219250,29,51,1,273,29,46.799999,97.829114,0,1.758621,273,1.613793,59,370.799999,6.284746,468.629113,이탈
K219260,42,67.200001,180,293.1,0,0,96.312965,0,1.6,1.628333,0,222,360.300001,1.622973,456.612966,이탈
K219270,53,107.4,25,48.300001,57,109.2,52.609788,0,2.026415,1.932,1.915789,135,264.900001,1.962222,317.509789,이탈
K219280,57,87.6,86,289.5,4,20,52.170047,0,1.536842,3.366279,5,147,397.1,2.701361,449.270047,이탈
K219290,4,9.6,48,319.800001,16,30.600001,18.287521,0,2.4,6.6625,1.9125,68,360.000002,5.294118,378.287523,이탈
K219300,44,124.2,82,214.2,0,0,68.935162,0,2.822727,2.612195,0,126,338.4,2.685714,407.335162,이탈
K219310,62,106.8,28,98.699999,16,78.599999,32.772206,0,1.722581,3.525,4.9125,106,284.099998,2.680189,316.872204,이탈
K219320,90,196.799999,112,291.9,1,5,90.82049,0,2.186667,2.60625,5,203,493.699999,2.43202,584.520489,이탈
K219330,23,53.400001,64,343.8,17,54.599999,96.494439,0,2.321739,5.371875,3.211765,104,451.8,4.344231,548.294439,이탈
